index,band,grade,source_kind,issues,relative_path,display_topic,problem_text,expressions,computed_answer,matched_choice,validation_status,solver_name,source_preview
43,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002.png,arithmetic,0 있습니다. 접시에 있는 과자는 모두 몇 개일까,| |+7=45 11-7 15-8 13-4; 14-4=| | ( ); | |+7=14; | ]+7=1,7,,verified,safe_eval_solver,0 있습니다. 접시에 있는 과자는 모두 몇 개일까 [초1-2] 6. 덧셈과 Ha(3) [단원평가 3회] https://skai.tistory.com/ 하루공부방 11. | ] 안에 알맞은 수를 써넣으세요. 15. 계산 결과가 가장 큰 것에 OF 하세요. | |+7=45 11-7 15-8 13-4 | |+7=14 | ]+7=1 +7= 122 16. 18에서 어떤 수를 WEL] 9가 되었습...
44,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002_tile_r1_c1.png,linear_equation,+7=15,+7=15; +7=13; +7=12; | |+7=14; | ]+7=46,7,,verified,safe_eval_solver,+7=15 11. [ | 안에 알맞은 수를 써넣으세요. +7=15 | |+7=14 +7=13 +7=12 12. [ | 안에 알맞은 수를 써넣고 알맞은 말에 | ]+7=46 | ]+7=1 | ]+7=12 12. [ 안에 알맞은 수를 써넣고 알맞은 말에 11. | ] 안에 알맞은 수를 써넣으세요. | ]+7=14 12. [ ] 안에 알맞은 수를 써넣고 알맞은 말에 11. [ | 안에 알맞은...
46,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002_tile_r2_c1.png,linear_equation,11-4=|,11-4=|,7,,verified,safe_eval_solver,11-4=| u-2=[ | u-3=[_ | u-4=[_ | u-s=[ | > 같은 수에서 1씩 커지는 수를 빼면 차는 1씩 (작아집니다 / 커집니다). 13. | ㅣ 안에 알맞은 수를 써넣으세요. |15-| |=9 > 같은 수에서 1씩 커지는 수를 빠면 13. 안에 알맞은 수를 써넣으세요 15-| ㅣ 11-4=| o> 2S AOA 1씩 커지는 AS 빼면 u-2=[ | u-3=[_ | u...
47,초등,1,pdf_capture,topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002_tile_r2_c2.png,unknown,"17, 겹시에 현미 과자 6개와 SSR 과자 9개가 18. 준서는 우리나라 우표 7장과 다른 나라 우 표 9장을 모았고, 세하는 우리나라 우표 8장과 다른 나라 우표 7장을 모았습니다. 모은 우표 TL. BAO 현미 과사 0개와 SSA 과자 9개가 ㅣ. 겹시에 현미 과자 0개와 SSR 과자 9개가 다른 나라 우표 TSS 모았습니다. 모은 우표",,18.0000000000000,,verified,arithmetic_solver,"17, 겹시에 현미 과자 6개와 SSR 과자 9개가 18. 준서는 우리나라 우표 7장과 다른 나라 우 표 9장을 모았고, 세하는 우리나라 우표 8장과 다른 나라 우표 7장을 모았습니다. 모은 우표 TL. BAO 현미 과사 0개와 SSA 과자 9개가 ㅣ. 겹시에 현미 과자 0개와 SSR 과자 9개가 다른 나라 우표 TSS 모았습니다. 모은 우표 17, 겹시에 현미 과자 6개와 SSR 과자..."
48,초등,1,pdf_capture,ocr_noise_high|solve_failed|answer_missing|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002_tile_r3_c1.png,probability,15-[ _]=7,15-[ _]=7; 15-[ _]=6; 15-[ ]=8,,,failed,arithmetic_solver,15-[ _]=7 15-| ]|=8 15-[ _]=7 15-[ _]=6 14. 수 카드 중 24S 뽑아 가장 작은 몇십몇을 14. 수 카드 중 2장을 뽑아 가장 작은 몇십몇을 15-[ ]=8 15-| ]|=8 15-[ _]=7 15-[ _]=6 14. 수 카드 중 24S 뽑아 가장 작은 몇십몇을 14. 수 카드 중 2장을 뽑아 가장 작은 몇십몇을 15-[ ]=8
49,초등,1,pdf_capture,expression_missing,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_002_tile_r3_c2.png,geometry,20. 놀이 공원의 관람 열차에 19명이 타야 출발,,20.0000000000000,,verified,arithmetic_solver,"20. 놀이 공원의 관람 열차에 19명이 타야 출발 19. 혜정이는 글 17개 중에서 9개를 먹었습니 20, 놀이 공원의 관람 열차에 1240] 타야 출발 한다고 합니다. 지금 5명이 타고 있다면 몇 명 20. 놀이 공원의 관람 열차에 19명이 타야 출발 19. 혜정이는 글 17개 중에서 9개를 먹었습니 20, 놀이 공원의 관람 열차에 1240] 타야 출발 한다고 합니다. 지금 5명이 ..."
50,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_003.png,geometry,단원평가 [3회] 정답,8+4 7+7 |,62,,needs_review,direct_numeric_solver,"단원평가 [3회] 정답 [초1-21 6. 덧셈과 BCs) [단원평가 3회] https://skai.tistory.com/ 하루공부빔 [초1-2] 6단원. 덧셈과 밸셈(3) 단원평가 [3회] 정답 1) (왼쪽부터) 15, 15, 5 2) (위에서부터) 8, 4 3) (위에서부터) 13, 3 8+4 7+7 | 4) 5) 8 6) 15 7) 7 8) 15 9) 11, 7 10) < [초1-2..."
51,초등,1,pdf_capture,ocr_noise_high|expression_missing|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_003_tile_r1_c1.png,geometry,단원평가 [3회] 정답,,3,"3. (위에서부터) 13, 3",verified,arithmetic_solver,"단원평가 [3회] 정답 [초1-2] 6단원. 덧셈과 밸셈(3) 단원평가 [3회] 정답 1) (왼쪽부터) 15, 15, 5 2) (위에서부터) 8, 4 3) (위에서부터) 13, 3 | 80 | 4) [21-2] 6단원. 덧셈과 Bk (3) | 6+8 | | 9+4 [초1-2] 6단원. 덧셈과 밸셈(3) 단원평가 [3회] 정답 1) (왼쪽부터) 15, 15, 5 2) (위에서부터) 8, ..."
52,초등,1,pdf_capture,ocr_noise_high|topic_unknown|card_topic_unknown,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_003_tile_r2_c1.png,unknown,"5) 8 6) 15 7) 7 8) 15 9) 11, 7 10) < 11) 8, 7, 6, 5 12) 9, 8, 7, 6 / '작아집니다' 에 OF 131 66 782 9 131 6 729 131 6 782 0",,131667829131672913167820,,verified,arithmetic_solver,"5) 8 6) 15 7) 7 8) 15 9) 11, 7 10) < 11) 8, 7, 6, 5 12) 9, 8, 7, 6 / '작아집니다' 에 OF 131 66 782 9 131 6 729 131 6 782 0 5) 8 6) 15 7) 7 8) 15 9) 11, 7 10) < 11) 8, 7, 6, 5 12) 9, 8, 7, 6 / '작아집니다' 에 OF 131 66 782 9 131 6..."
53,초등,1,pdf_capture,solve_failed|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]/skai_g1_01_01_초1-2-6.덧셈과_뺄셈(3)_[3회]_page_003_tile_r3_c1.png,arithmetic,15) 13-4에 OF,,,,failed,arithmetic_solver,15) 13-4에 OF 4) 6 5) 18-4에 O# 6) 9 7) 15개 8) 준서 9) 8개 20) 78 14) 6 15) 13-4에 OF 16) 9 17) 15개 18) 준서 19) 8개 4) 6 5) 18-4에 O# 6) 9 7) 15개 8) 준서 9) 8개 20) 78 14) 6 15) 13-4에 OF 16) 9 17) 15개 18) 준서 19) 8개
54,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001.png,arithmetic,3. ㅣ | 안에 알맞은 수를 써넣으시 8. 가장 작은 수와 가장 큰 수의 합을 구하시오,1+10; 17-8 ( ) 7+8; 9+| |=12,11,,verified,safe_eval_solver,"3. ㅣ | 안에 알맞은 수를 써넣으시 8. 가장 작은 수와 가장 큰 수의 합을 구하시오 단원평가 초 1-2 08: | [2회] 6단원. 덧셈과 밸셈(3) at 1. 10을 이용하여 모으기와 가르기를 한 것입니 6, 덧셈을 해 보세요 다. 빈칸에 알맞은 수를 넣어 보세요. eleeee (01010|101@' +3-(_] 2. | ㅣ 안에 알맞은 수를 써넣으시오. : 7 . 7. | | ..."
55,초등,1,pdf_capture,ocr_noise_high|solve_failed|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001_tile_r1_c1.png,arithmetic,ea) Bee =,,,,failed,arithmetic_solver,ea) Bee = fo] 더 = ees! [28] 6단원. 1. 10을 이용하여 모으기와 가르기를 한 것입니 다. 빈칸에 알맞은 수를 넣어 보세요. 7SG 10 ea) Bee = Citas 호 6단원 ane [28] 미운 5 [231] 6단원. fo] 더 = ees! [28] 6단원. 1. 10을 이용하여 모으기와 가르기를 한 것입니 다. 빈칸에 알맞은 수를 넣어 보세요. 7SG 10 ...
56,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001_tile_r1_c2.png,arithmetic,7+8=| |,7+8=| |,15,,verified,safe_eval_solver,7+8=| | 덧셈과 밸셈(3) 점수 : 6. GAS 해 보세요. 00 여 이이이이이 7+8=| | 6. 덧셈을 해 보세요. @0101010101 010101010@0| ?748=| | @00101010 010101010 덧셈과 밸셈(3) 점수 : 6. GAS 해 보세요. 00 여 이이이이이 7+8=| | 6. 덧셈을 해 보세요. @0101010101 010101010@0| ?748=|...
57,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001_tile_r2_c1.png,linear_equation,7+ 6=,7+ 6=; 7+ 6ㅋ1 ㅣ; 7+ 6=[_|; 11-5ㅋ |,13,,needs_review,safe_eval_solver,7+ 6= 2. [ ㅣ 안에 알맞은 수를 써넣으시오. 11-5ㅋ | 4 3. 안에 알맞은 수를 써넣으시오. 7+ 6= / 3 3. [ ㅣ 안에 알맞은 수를 써넣으시오. 7+ 6=[_| /\ 3 [| 2. [ ㅣ 안에 알맞은 +B 써넣으시오. 3. | ㅣ 안에 알맞은 수를 써넣으시오. 7+ 6ㅋ1 ㅣ 2. [ ㅣ 안에 알맞은 수를 써넣으시오. 11-5ㅋ | 4 3. 안에 알맞은 수를 써넣...
58,초등,1,pdf_capture,ocr_noise_high|solve_failed|answer_missing|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001_tile_r2_c2.png,linear_equation,8. 가장 작은 수와 가장 큰 수의 YS 구하시오,9+( |= 12,,,failed,arithmetic_solver,8. 가장 작은 수와 가장 큰 수의 YS 구하시오 2 7. ㅣ | 안에 알맞은 수를 써 넣으세요. 9+( |= 12 8. 가장 작은 수와 가장 B AO] HS 구하시오. 0 4 3 9 7. [ | 안에 알맞은 수를 써 넣으세요. 9+| Jew 8. 가장 작은 수와 가장 큰 수의 YS 구하시오. 6 4 3 9 2 7. ㅣ | 안에 알맞은 수를 써 넣으세요. 9+( |= 12 8. 가장 작...
59,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_001_tile_r3_c1.png,arithmetic,6+6 5+8,6+6 5+8; 9+2 7+5; 17-8=ㅋ| |; 8-8=[ |,79,,verified,direct_numeric_solver,"6+6 5+8 4, 합이 1221 덧셈식을 모두 찾아 색칠해 보세요. 6+6 5+8 9+2 7+5 5. 밸셈을 해 보세요. 17-8=ㅋ| | 4, 합이 1291 덧셈식을 모두 찾아 색칠해 보세요. 5 . was 해 보세요. 8-8=[ | 4. 합이 12인 덧셈식을 모두 찾아 색칠해 보세요. 4, 합이 1221 덧셈식을 모두 찾아 색칠해 보세요. 6+6 5+8 9+2 7+5 5. 밸셈을 ..."
61,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002.png,arithmetic,- 가 가진 초콜릿은 모두 몇 개일까요?,14-8 8+6 12-3; 8+9=|; 7+9=|; 6+9=|,535,,verified,direct_numeric_solver,"- 가 가진 초콜릿은 모두 몇 개일까요? [초1-2] 6. 덧셈과 Ha(3) [단원평가 2회] https://skai.tistory.com/ 하루공부방 11. [ ] 안에 알맞은 수를 써넣고 알맞은 말에 15, 계산 결과가 9인 것을 찾아 OF 하세요. 14-8 8+6 12-3 8+9=| 7+9=| 6+9=| - 16. 130) 어떤 AS BWejL] 이 되었습니다. 00=[ | 어떤 ..."
62,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002_tile_r1_c1.png,linear_equation,8+9=,8+9=; 7+9=; 6+9=; 5+9=; 7+9=|,17,,verified,safe_eval_solver,8+9= 11. [ ] 안에 알맞은 수를 써넣고 알맞은 말에 8+9= 7+9= 6+9= 5+9= > 14 작아지는 수에 같은 수를 더하면 합은 1씩 (작아집니다 / 커집니다). © 1씩 작아지는 수에 같은 수를 더하면 11. [ | 안에 알맞은 수를 써넣고 알맞은 말에 7+9=| 6+9=| 5+9=| > 1씩 작아지는 수에 같은 수를 더하면 11. [ ] 안에 알맞은 수를 써넣고 알맞은...
63,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002_tile_r1_c2.png,arithmetic,14-8 8+6 12-3,14-8 8+6 12-3,535,,verified,direct_numeric_solver,14-8 8+6 12-3 15. 계산 결과가 9인 것을 찾아 OF 하세요. 14-8 8+6 12-3 16. 1304 어떤 수를 WEL] 7이 되었습니다. 16. 13에서 어떤 수를 WEIL] 70] 되었습니다. 16. 13에서 어떤 +S WEL] 7이 되었습니다. 15. 계산 결과가 9인 것을 찾아 OF 하세요. 14-8 8+6 12-3 16. 1304 어떤 수를 WEL] 7이 되었습니...
64,초등,1,pdf_capture,ocr_noise_high,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002_tile_r2_c1.png,linear_equation,11-5=,11-5=; 14-5=|; 12-6=| |; 13-7=[ |; 14-8=| |,6,,verified,safe_eval_solver,"11-5= 12. [ | 안에 알맞은 수를 써넣으세요. 14-5=| 12-6=| | 13-7=[ | 14-8=| | 13. | ㅣ 안에 알맞은 수를 써넣으세요. 14-| ]=6 12. 안에 알맞은 수를 써넣으세요. 11-5= 13, | | 안에 알맞은 수를 써넣으세요. 1 13. [ | 안에 알맞은 AS 써넣으세요. | 14-| |=6 | 12. [ | 안에 알맞은 수를 써넣으세요. 1..."
65,초등,1,pdf_capture,solve_failed|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002_tile_r2_c2.png,geometry,"ㅣ / , 진우는 조골릿을 7개 가지고 있었는데 예원",,,,failed,arithmetic_solver,"ㅣ / , 진우는 조골릿을 7개 가지고 있었는데 예원 ㅣ / , 진우는 조골릿을 7개 가지고 있었는데 예원 18. 서준이는 빨간색 색종이 8장과 노란 색종이 6장을 가지고 있고, 윤서는 빨간색 색종이 9장 과 노란 색종이 4장을 가지고 있습니다. 색종이 if, 진무는 fake /개 가지고 있었는데 예원 이가 초콜릿 5개를 진우에게 주었습니다. 진우 0장을 가지고 있고, 윤서는 빨간색 색..."
66,초등,1,pdf_capture,ocr_noise_high|solve_failed|answer_missing|card_needs_review,02.학습문제/05.문제은행/01.초등/1학년/원문PDF캡처/skai/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]/skai_g1_02_01_초1-2-6.덧셈과_뺄셈(3)_[2회]_page_002_tile_r3_c1.png,probability,14-[ ]=1,14-[ ]=1; 14-[ ]=6; 14-[ ]=9; 14-| |=7; 14-| |=8,,,failed,arithmetic_solver,"14-[ ]=1 14-[ ]=1 14-[ ]=6 14-[ ]=9 14, 수 카드 중 2장을 뽑아 가장 작은 wags | 14-| |=7 14-| |=8 14-| |=9 14. 수 카드 중 2장을 뽑아 가장 작은 몇십몇을 14-[ ]=1 14-[ ]=6 14-[ ]=9 14, 수 카드 중 2장을 뽑아 가장 작은 wags | 14-| |=7 14-| |=8 14-| |=9 14. 수 카드 ..."
